AnimalName,symptoms1,symptoms2,symptoms3,symptoms4,symptoms5,Dangerous
Buffaloes,Bony Lesion,Skin Rashes,Ataxia,Anorexia,Weakness,Yes
Buffaloes,Tremor of head and neck,Blindness,Kicking at the belly,Exercise in tolerance,Pains,Yes
Buffaloes,Swollen Belly,Dullness,Discharge,Urination,Lying down,Yes
Buffaloes,Fever,Dullness,Depression,Weight loss,Anorexia,Yes
Buffaloes,Fever,Succumb,Spread of infection,Weight loss,Anorexia,Yes
Buffaloes,Signs in rams,Signs in ewe,Underdeveloped muscles,Semen Examination,Reduce Lamp marking,Yes
Buffaloes,Spines,Unusally thin,Weakness,Enlarged skulls,Weakness,Yes
Buffaloes,Discharge ,Sudden Abortion,Hemoglobinuria,Death of lamb,Weight Loss,Yes
Buffaloes,Fever,Hemolytic anemia,Sweats,congestion,Jaundice,Yes
Buffaloes,Fever,Tiredness,loss of appetite,Muscle aches,Chest Pain,Yes
Buffaloes,Excess salivation,Diarrhea,Depression,Nasal discharge,Weakness,Yes
Buffaloes,Fever,Diarrhea,Incoordination,Abortion,Blood Poisioning ,Yes
Buffaloes,Fever,Wasting,Dehydration,Deability,Weakness,Yes
Buffaloes,Fever,Diarrhea,Muscle twiching,Lameness,Weight loss,Yes
Buffaloes,Teeth griding,Apathy,Dehydration,Ruminal stasis,Watery faeces,
Buffaloes,Fever,Depression,Lying down,Weak Pulse,Colic,Yes
Buffaloes,Swelling,Lameness,Hyperaestesia,Hock joint,Weight loss,Yes
Buffaloes,Head tilt,Circling,Muscles ache,Blindness,Seizures,Yes
Buffaloes,Decreased growth of bone,Depression,Grunting,Lameness,Weight loss,Yes
Buffaloes,Swollen left abdomen,Lying Down,Staggering,Urination,Extension of neck,Yes
Buffaloes,Cessation of eructation,Difficulty in breathing,Depression,Anorexia,Colic,Yes
Buffaloes,Fever,Excession Salivation,Abnormal conformation,Ulcerated muscle,Ulcerated ear,Yes
Buffaloes,Barren ewes,Abortion,Poor conformation,Hairy Fleeces,Weight loss,Yes
Pig,Tremor ,Viability,Coughing,Anorexia,Weight Loss,Yes
Pig,Fever,Tachypea,Swelling of head and neck,Anorexia,Nasal Discharge,Yes
Pig,lllthrift,Skin Lesion,Lameness,Swelling on theBody,Weight loss,Yes
Pig,Swelling,Heat,Flank,Pain,Nasal Discharge,Yes
Pig,Fever,Loss of appetite,Lameness,Rump,Weight Loss,Yes
Pig,Fever,Swelling,loss of appetite,Anorexia,Weight Loss,Yes
Pig,Fever,Diarrhea,Bloody droping,Abdominal discomfort,Lethargy,Yes
Pig,Fever,Depression,Small intestines,Death,Flock Moratality,Yes
Pig,haemorrhage,Straw colored,Abdominal pain,Death,Carcass decomposes,Yes
Pig,Bloody Diarhhea,Depression,Dullness,Death,Weakness,Yes
Pig,Reluctant Move,Loss of Appetite,Lameness,Death,Weakness,Yes
Pig,Fever,Depression,loss of appetite,Loss of appetite,Pains,Yes
Pig,Fever,Difficulty in breathing,Lethargy,Death,Pains,Yes
Pig,Poor wool,Loss of Appetite,Lameness,Small size,Poor Body condition,Yes
Pig,Poor immune function,Achomotrica,Dehydration,Death,Pains,Yes
Pig,Abdominal pain,Diarrhea,Malpresentation,Shock,Anorexia,Yes
Pig,Fetopelvic dispropotion,Uteria inertia,Despression,Death,Pains,Yes
Pig,Watery Diarrhea dispropotion,Sick,Corneal Ulceration,Loss of appetite,Death,Yes
Pig,Severe kerititis,Conjunctive,Discharge,Iris prolapse,Loss of eye,Yes
Pig,Swollen,Testical Pain,Itches,Bloody discharge,Tenderness,Yes
Pig,Fever,Diarrhea,Depression,Scratches,Weight Loss,Yes
Pig,Foul Smelling,Dullness,Dirty,Stained Wool,Tail shaking,Yes
Pig,Sheep often bites,Fleece become thin,Loss of wool,Death,Pains,Yes
Pig,Fever,Dullness,Dullness,Skin Rashes,Pains,Yes
Pig,Fever,Difficulty in breathing,Rub,Coughing,Sneezing,Yes
Pig,Restlessness,Kick,Lethargy,Nible at their wool,Scratching,Yes
Pig,Jaundice,Loss of appetite,Rough Hair coat,Coughing,Death,Yes
Pig,Fever,Reduce Reproductive potential,Agalactia,Loss of milk production,Sloughing of the tail,Yes
Pig,Pyrexia,Oral lesion,Swelling,Lameness,Death,Yes
Pig,Red skin,Loss of appetite,Moist,Lameness,Pains,Yes
Pig,Limping,Skin colour change,Flabby,Raw,Sensitive to touch,Yes
Pig,Groosly enlarged,Skin may thicken,Convulsion,Edematous,Pains,Yes
Pig,Hyperexcitability,Muscular Spasms,Gums,Death,Pains,Yes
Pig,Decreased eyelid,Very cold skin,Lethargy,Lip,Fever,Yes
Pig,Fever,Diarrhea,Muscus,Weight loss,Death,Yes
Pig,Foul Smelling,Diarrhea,Colic,Bloody discharge,Blood Clots,Yes
Pig,Inability to digest,Diarrhea,Dehydration,Weight loss,Anemia,Yes
Pig,Fever,Diarrhea,Pot belly,Death,Loss of appettite,Yes
Pig,Emaciation,Diarrhea,Coughing,Weight loss,Death,Yes
Pig,Respiratory distress,Diarrhea,Death,Reduce milk ,Weight loss,Yes
Pig,lllthrift,Bottle jaw,Strange behaviour,Aneamia,Jaundice,Yes
Pig,Fever,Lameness,Wasting,Blindness,Staggering,Yes
Pig,Fever,Diarrhea,Clearly unthrifty,Weight loss,Good appetite,Yes
Pig,Fever,Dullness,Relunctance to walk,Infected navels,Pains,Yes
Pig,Tenderness,Foot Hot,Facial Paralysis,Weight loss,Pains,Yes
Pig,Fever,Lack of coordination,Painfull to touch,Circling,Depression,Yes
Pig,Swollen,Warm,Constipation,Depression,Bloody,Yes
Pig,Fever,Loss of appetite,Stumbling,Restlessness,Pains,Yes
Pig,Unsteady Gait,Twitching,Blindness,Swelling on joints,Pains,Yes
Pig,Fever,Ulcer,Scabs,Discharge from eye,Pains,Yes
Pig,Smell of ammonia,Ulcer,Depression,Swelling,Pains,Yes
Pig,Fever,Lethargy,Blindness,Inappentence,Increased in breathing,Yes
Pig,Wandering,Circling,Blindness,Head Pressing,Recumbency,Yes
Pig,Tremors,Lying on the side,Difficulty in Swallowing,Death,Not eating,Yes
Pig,Fever,Difficulty in breathing,Coughing,Sneezing,Seizures,Yes
Pig,Swelling,Loss of appetite,Wool loss,Tears,Death,Yes
Pig,Wool is clumped,Feels stiff,Staggering,Skin Rashes,Pains,Yes
Pig,Swaying,Behaviour change,Tremor,Jerky limb movements,Pains,Yes
Pig,Cell Damage,Behaviour change,Weight loss,Pruritis,Death,Yes
Pig,Swelling,Discomfort,Difficulty in rising,Death,Pains,Yes
Pig,Swollen,Hot joints,Pustulses,Difficulty in Walk,Pains,Yes
Pig,Formation of vesicles,Nostrils,Abnormally long leg,Scabs on lip,Pains,Yes
Pig,Skeleten abnormalities,Facial defects,Hair loss,Flat ribs,Underdeveloped muscles,Yes
Tiger,Wether restless,Kicking,Normal appetite,Attempt to urinate,Pains,Yes
Tiger,Inability to stand ,Pains to Walk,Depression,Weakness,Stiffness,Yes
Tiger,Fever,Succumb,Sluggish,Anorexia,Pains,Yes
Tiger,Listless,Bottle jaw,Malpresentation,Death,Oxygen defiency,Yes
Tiger,Fetopelvic dispropotion,Uteria inertia,Malpresentation,Death,Pains,Yes
Tiger,Fetopelvic dispropotion,Uteria inertia,Malpresentation,Death,Pains,Yes
Tiger,Fetopelvic dispropotion,Uteria inertia,Malpresentation,Death,Pains,Yes
Tiger,Fetopelvic dispropotion,Uteria inertia,Malpresentation,Death,Pains,Yes
Tiger,Fetopelvic dispropotion,Uteria inertia,Malpresentation,Death,Pains,Yes
Tiger,Fetopelvic dispropotion,Uteria inertia,Malpresentation,Death,Pains,Yes
Tiger,Fetopelvic dispropotion,Uteria inertia,Malpresentation,Death,Pains,Yes
Tiger,Fetopelvic dispropotion,Uteria inertia,Malpresentation,Death,Pains,Yes
Tiger,Fetopelvic dispropotion,Uteria inertia,Malpresentation,Death,Pains,Yes
Tiger,Fetopelvic dispropotion,Uteria inertia,Malpresentation,Death,Pains,Yes
Tiger,Fetopelvic dispropotion,Uteria inertia,Malpresentation,Death,Pains,Yes
Tiger,Fetopelvic dispropotion,Uteria inertia,Malpresentation,Death,Pains,Yes
Donkey,Fetopelvic dispropotion,Uteria inertia,Malpresentation,Death,Pains,Yes
Donkey,Fetopelvic dispropotion,Uteria inertia,Malpresentation,Death,Pains,Yes
Donkey,Fetopelvic dispropotion,Uteria inertia,Malpresentation,Death,Pains,Yes
Donkey,Fetopelvic dispropotion,Uteria inertia,Malpresentation,Death,Pains,Yes
Donkey,Fetopelvic dispropotion,Uteria inertia,Malpresentation,Death,Pains,Yes
Donkey,Fetopelvic dispropotion,Uteria inertia,Malpresentation,Death,Pains,Yes
Donkey,Fetopelvic dispropotion,Uteria inertia,Fast breathing,Death,Pains,Yes
Donkey,Coughing ,panting,"facial swelling,",Production of mucus,Fatigue,Yes
Donkey,cough,sneeze,droopy wings,twisted neck,droopy wings,Yes
Donkey,Shortness of breath.,Fatigue,chirping,loss of appetite,swollen abdomen,Yes
Donkey,Gasping,coughing ,mild weakness,droopy wings,twisted neck,Yes
Donkey,Excessive blood loss,dizziness and fainting,Blurry vision,watery eyes,slow growth,Yes
Donkey,Nosebleed ,Trauma,mild weakness,Nose picking,Dry air,Yes
Donkey,Bleeding from other parts of the body,confusion,Nasal discharge,loss of alertness, dizziness and fainting,Yes
Donkey,Bad breath,Pawing at the face or nose,cough ,Sneezing,Bleeding from the nose,Yes
Donkey,extending its neck,gasping for air,gasping for breath,difficulty swallowing,gasping for breath,Yes
Donkey,difficulty swallowing,cough ,difficulty swallowing,gasping for air,extending its neck,Yes
Donkey,cough ,gasping for air,Weight loss,gasping for breath,extending its neck,Yes
Donkey,weakness,decreased stool production,distended stomach,heavy breathing,restless movement,Yes
Donkey,Eye redness,Frequent eye Infections,Crusty eye lashes and matting of eyelashes,foul smelling stools, increased passing gas,Yes
Donkey,Excessive eye watering,Eye redness,weakness,Mucus discharge from the eye,Frequent eye Infections,Yes
Donkey,Sudden death,loss of appetite, rapid heartbeats,fluffed feathers,lack of vocalizations,Yes
Donkey,unable to urinate,Lightheadedness ,droopiness,rectal bleeding,swollen abdomen,Yes
Donkey,Extreme thirst,bloody discharge,Loss of appetite,inability to fly,loss of wariness,Yes
Donkey,Egg production stops,Broody behavior,loss of appetite,Weight loss,Constipation,Yes
Donkey,nausea,vomiting,loss of appetite,experiencing changes in weight, pain and bloating,Yes
Donkey,burning ache or pain,vomiting,loss of appetite,experiencing changes in weight, pain and bloating,Yes
Donkey,Continuous loss of weight,Regurgitation of food,wheezing,Excessive food intake,Undigested seeds,Yes
Donkey,loss of appetite,lathargy,abortion,gurgling sound,Depression,Yes
Donkey,fever,mild colic,loss of tail tone,loss of appetite,depression,Yes
Donkey,head tilt,lathargy,lathargy,urine dribbling,inability to rise,Yes
Donkey,fever,loss of appetite,respiratory noise,Weight loss,depression,Yes
Donkey,fever,nasal discharge,muscular stiffness,swollen lymph nodes,depression,Yes
Donkey,sweating,muscular spasms,thirst,Weight loss,difficulty moving and eating,Yes
Donkey,loss of appetite,high body temperaure,lack of appetite,diarrhea,sudden death,Yes
Donkey,sweating,dry or tacky gums,reduced appetite,lying down,dull ness,Yes
Donkey,outstretched neck,dull ness,inappetence,noisy breathing,coughing,Yes
Deer,weight loss,dull ness,inappetence,self-isolation,recumbency,Yes
Deer,weight loss,dull ness,muscles problem,self-isolation,recumbency,Yes
Deer,changed gait,dull ness,muscles problem,Pain,Pains,Yes
Deer,changed gait,dull ness,diffuse,difficulty diagnosis,Anemia,Yes
Deer,Difficulty in breathing,swelling problem,bleeding from wounds,frequent yawning,anorexia,Yes
Deer,undernutrition,drinking polluted water,listlessness,Staggering,anorexia,Yes
Deer,wasting,stumbling,listlessness,drooling,drooping ears,Yes
Deer,wasting,stumbling,listlessness,drooling,urination problem,Yes
Deer,wasting,stumbling,listlessness,drooling,urination problem,Yes
Deer,wasting,stumbling,listlessness,drooling,urination problem,Yes
Deer,wasting,stumbling,listlessness,drooling,urination problem,Yes
Deer,wasting,stumbling,listlessness,drooling,urination problem,Yes
Deer,wasting,stumbling,listlessness,drooling,urination problem,Yes
Deer,wasting,stumbling,listlessness,drooling,drooping ears,Yes
Deer,wasting,stumbling,listlessness,drooling,drooping ears,Yes
Deer,wasting,stumbling,Fever,drooling,drooping ears,Yes
Deer,feline infections,lymphosarcoma,difficulty breating,stomatitis,anaemia,Yes
Deer,sudden death,high temperature,difficulty breating,Weight loss,trembling,Yes
Deer,sudden death,high temperature,difficulty breating,Aneamia,trembling,Yes
Deer,sudden death,high temperature,difficulty breating,Staggering,trembling,Yes
Deer,sudden death,high temperature,rapid pulse and heart rates,Depression,trembling,Yes
Deer,fever,loss of appetite,rapid pulse and heart rates,lameness in affected leg,depression,Yes
Deer,fever,loss of appetite,rapid pulse and heart rates,lameness in affected leg,depression,Yes
Deer,fever,loss of appetite,rapid pulse and heart rates,lameness in affected leg,depression,Yes
Deer,fever,loss of appetite,swollen teats,lameness in affected leg,depression,Yes
Deer,swelling,nasal discharge,drooling,tiredness,fever,Yes
Deer,eye discharges,nasal discharge,change their normal behaviour,high body temperature,lameness,Yes
Deer,stop eating,stop drinking,change their normal behaviour,Lameness,Pains,Yes
Deer,stop eating,stop drinking,change their normal behaviour,Weight loss,Pains,Yes
Deer,stop eating,stop drinking,change their normal behaviour,Depression,Pains,Yes
Buffaloes,Fever,Difficulty breathing,Thrist and urination,Lethargy,Sneezing,Yes
Buffaloes,Fever,Diarrhea,Nasal Discharge,Lethargy,Blue Eye,Yes
Buffaloes,Fever,Respiratory distress,Weekness in the back legs,Hyperesthesia,Sudden death,Yes
Buffaloes,Ulcers,Diarrhea,Back Pain,Tarry Stool,Enlarged lymph nodes,Yes
Buffaloes,Facial Swelling,Bloody Drool,Abdominal pain,Unable To Eat,Lossened Teeth,Yes
Buffaloes,Fever,Difficulty breathing,Reduce Energy,Weight loss,Enlarged lymph nodes or Swelling,Yes
Buffaloes,Swelling on leg,Painfull,Poor Appetite,Broken Bones,Nasal Discharge,Yes
Buffaloes,Short term lethargy,Loss of  appetite,Poor Appetite,Rapid Heart Rate,Week pulse,Yes
Buffaloes,Swollen lymph nodes,Difficulty walking,Watery Stool,Lethargy,Vaginal Discharge,Yes
Buffaloes,Fever,Diarrhea,Sneezing,Stiffness,Severe weekness and depression,Yes
Buffaloes,Fever,Loss of  appetite,Coughing,Lameness,Swelling of joints,Yes
Buffaloes,Fever,Chronic eye inflamation,Coughing,Lethargy,Neurologic abnormalities,Yes
Buffaloes,Fever,Swelling of face or leg,Coughing,Depression,Pains,Yes
Buffaloes,Diarrhea with muscus,Tensemus,Nose Bleeds,Flatulence,Pains,Yes
Buffaloes,Strong cough,Runny nose,Darkened skin,Lethargy,Loss of appettite,Yes
Buffaloes,Fever,Inflammed eye,Sneezing,Depression,Limping,Yes
Buffaloes,Fever,Difficulty breathing,Poor Appetite,Eye and Skin change,Unable to exercise,Yes
Buffaloes,Fever,Loss of  appetite,Lession on the skin,Lethargy,Joint Pain,Yes
Buffaloes,Lesions in the nasal cavity,Lesions on nose,Vomiting,Noisy Breathing,Lesions on nose,Yes
Buffaloes,Hair loss,Dandruff,Vomiting,Crusting of the skin,Ulcerated skin,Yes
Buffaloes,Greenish-yellow nasal discharge,Lack of pigmentation,Vomiting,Lethargy,Pain on face,Yes
Dog,Mild conjunctivitis,Mild sneezing,Mild limping,Mild hair loss,Mild dandruff,No
Cat,Mild conjunctivitis,Occasional sneezing,Hairballs,Mild dental tartar,Mild gingivitis,No
Cow,Mild nasal discharge,Slight limp,Mild swelling at injection site,Minor skin redness,Mild decrease in appetite,No
Sheep,Mild nasal discharge,Slight limp,Mild swelling at vaccination site,Minor hair loss,Mild dandruff,No
Goat,Mild nasal discharge,Occasional coughing,Mild swelling at injection site,Minor hair loss,Mild dandruff,No
Dog,Seasonal hair loss,Itchy skin,Mild sneezing,Occasional paw licking,Minor dandruff,No
Dog,Reduced appetite,Soft stool,Minor eye discharge,Intermittent limp,Chewing paws,No
Dog,Minor tartar buildup,Frequent yawning,Low energy after play,Excessive shedding,Minor skin redness,No
Dog,Temporary limp after running,Quick recovery,No swelling,Minor skin irritation,Normal temperature,No
Dog,Minor ear wax build-up,Occasional head shaking,Clear nasal discharge,Frequent stretching,Healthy appetite,No
Dog,Minor skin scaly patch,No pain,No swelling,Frequent scratching,Normal drinking,No
Dog,Minor watery eyes,No redness,No swelling,Clear nasal discharge,Normal appetite,No
Dog,Frequent gentle sneezing,No cough,No fever,Clear eyes,Active,No
Dog,Minor crusty eyelashes,No matting,No inflammation,Normal playfulness,Normal eating,No
Dog,Minor reluctance to move,No lameness,No swelling,Normal appetite,Normal drinking,No
Dog,Minor dandruff,No itching,No redness,Normal grooming,Normal behavior,No
Dog,Minor skin dryness,No irritation,No redness,Normal coat shine,Normal eating,No
Dog,Minor change in behavior,No aggression,No pain,Normal appetite,Normal sleep,No
Dog,Minor change in eating habits,No vomiting,No diarrhea,Normal weight,Normal water intake,No
Dog,Minor change in elimination,No blood,No pain,Normal urination,Normal energy,No
Dog,Minor skin irritation after grooming,No hair loss,No redness,Normal coat,Normal appetite,No
Dog,Minor swelling at vaccination site,No pain,No redness,Normal eating,Normal play,No
Dog,Minor limp after exercise,No swelling,No redness,Normal walking,Normal running,No
Dog,Minor bad breath,Minor tartar,No swelling,Normal eating,Normal drinking,No
Dog,Minor swelling after grooming,No redness,No pain,Normal coat,Normal play,No

Cat,Frequent grooming,Hairballs,Occasional vomiting,No weight loss,Normal appetite,No
Cat,Minor gingivitis,No bleeding,No swelling,Normal eating,Normal drinking,No
Cat,Minor sneezing,No discharge,No fever,Normal play,Normal appetite,No
Cat,Minor bad breath,No tartar,No swelling,Normal eating,Normal grooming,No
Cat,Minor hair loss,No redness,No swelling,Normal grooming,Normal sleep,No
Cat,Minor swelling at vaccination site,No pain,No redness,Normal eating,Normal play,No
Cat,Minor skin scaly patch,No open wound,No pain,Normal coat,Normal grooming,No
Cat,Minor watery eyes,No discharge,No redness,Normal play,Normal eating,No
Cat,Minor skin irritation,No redness,No swelling,Normal coat,Normal appetite,No
Cat,Minor change in eating habits,No vomiting,No diarrhea,Normal weight,Normal drinking,No
Cat,Minor change in litter box use,No blood,No pain,Normal urination,Normal play,No
Cat,Minor swelling after grooming,No redness,No pain,Normal coat,Normal eating,No
Cat,Minor dandruff,No itching,No redness,Normal grooming,Normal play,No
Cat,Minor change in behavior,No aggression,No pain,Normal appetite,Normal sleep,No
Cat,Minor limp after play,No swelling,No redness,Normal walking,Normal running,No
Cat,Minor crusty eyelashes,No matting,No inflammation,Normal playfulness,Normal eating,No
Cat,Minor reluctance to move,No lameness,No swelling,Normal appetite,Normal drinking,No
Cat,Minor skin dryness,No irritation,No redness,Normal coat shine,Normal eating,No
Cat,Minor sneezing,No cough,No discharge,Normal play,Normal eating,No
Cat,Minor limp after exercise,No swelling,No redness,Normal walking,Normal running,No

Cow,Clear nasal discharge,No fever,Normal eating,Normal drinking,Normal rumination,No
Cow,Slight limp after running,No swelling,No redness,Normal walking,Normal eating,No
Cow,Minor swelling at injection site,No pain,No redness,Normal eating,Normal drinking,No
Cow,Minor skin redness,Insect bite,No swelling,Normal coat,Normal eating,No
Cow,Minor decrease in appetite,Hot weather,No weight loss,Normal drinking,Normal rumination,No
Cow,Minor hair loss,Seasonal shedding,No redness,Normal grooming,Normal eating,No
Cow,Minor eye watering,Wind exposure,No discharge,Normal vision,Normal eating,No
Cow,Minor change in behavior,No aggression,No pain,Normal appetite,Normal sleep,No
Cow,Minor dandruff,No itching,No redness,Normal coat,Normal eating,No
Cow,Minor change in eating habits,No vomiting,No diarrhea,Normal weight,Normal drinking,No
Cow,Minor change in elimination,No blood,No pain,Normal urination,Normal eating,No
Cow,Minor skin irritation,No redness,No swelling,Normal coat,Normal appetite,No
Cow,Minor swelling after grooming,No redness,No pain,Normal coat,Normal eating,No
Cow,Minor crusty eyelashes,No matting,No inflammation,Normal playfulness,Normal eating,No
Cow,Minor reluctance to move,No lameness,No swelling,Normal appetite,Normal drinking,No
Cow,Minor skin dryness,No irritation,No redness,Normal coat shine,Normal eating,No
Cow,Minor sneezing,No cough,No discharge,Normal eating,Normal drinking,No
Cow,Minor limp after exercise,No swelling,No redness,Normal walking,Normal running,No
Cow,Minor swelling at vaccination site,No pain,No redness,Normal eating,Normal play,No
Cow,Minor skin scaly patch,No open wound,No pain,Normal coat,Normal eating,No

Sheep,Clear nasal discharge,No fever,Normal eating,Normal drinking,Normal rumination,No
Sheep,Slight limp after running,No swelling,No redness,Normal walking,Normal eating,No
Sheep,Minor swelling at injection site,No pain,No redness,Normal eating,Normal drinking,No
Sheep,Minor skin redness,Insect bite,No swelling,Normal coat,Normal eating,No
Sheep,Minor decrease in appetite,Hot weather,No weight loss,Normal drinking,Normal rumination,No
Sheep,Minor hair loss,Seasonal shedding,No redness,Normal grooming,Normal eating,No
Sheep,Minor eye watering,Wind exposure,No discharge,Normal vision,Normal eating,No
Sheep,Minor change in behavior,No aggression,No pain,Normal appetite,Normal sleep,No
Sheep,Minor dandruff,No itching,No redness,Normal coat,Normal eating,No
Sheep,Minor change in eating habits,No vomiting,No diarrhea,Normal weight,Normal drinking,No
Sheep,Minor change in elimination,No blood,No pain,Normal urination,Normal eating,No
Sheep,Minor skin irritation,No redness,No swelling,Normal coat,Normal appetite,No
Sheep,Minor swelling after grooming,No redness,No pain,Normal coat,Normal eating,No
Sheep,Minor crusty eyelashes,No matting,No inflammation,Normal playfulness,Normal eating,No
Sheep,Minor reluctance to move,No lameness,No swelling,Normal appetite,Normal drinking,No
Sheep,Minor skin dryness,No irritation,No redness,Normal coat shine,Normal eating,No
Sheep,Minor sneezing,No cough,No discharge,Normal eating,Normal drinking,No
Sheep,Minor limp after exercise,No swelling,No redness,Normal walking,Normal running,No
Sheep,Minor swelling at vaccination site,No pain,No redness,Normal eating,Normal play,No
Sheep,Minor skin scaly patch,No open wound,No pain,Normal coat,Normal eating,No

Goat,Clear nasal discharge,No fever,Normal eating,Normal drinking,Normal rumination,No
Goat,Slight limp after running,No swelling,No redness,Normal walking,Normal eating,No
Goat,Minor swelling at injection site,No pain,No redness,Normal eating,Normal drinking,No
Goat,Minor skin redness,Insect bite,No swelling,Normal coat,Normal eating,No
Goat,Minor decrease in appetite,Hot weather,No weight loss,Normal drinking,Normal rumination,No
Goat,Minor hair loss,Seasonal shedding,No redness,Normal grooming,Normal eating,No
Goat,Minor eye watering,Wind exposure,No discharge,Normal vision,Normal eating,No
Goat,Minor change in behavior,No aggression,No pain,Normal appetite,Normal sleep,No
Goat,Minor dandruff,No itching,No redness,Normal coat,Normal eating,No
Goat,Minor change in eating habits,No vomiting,No diarrhea,Normal weight,Normal drinking,No
Goat,Minor change in elimination,No blood,No pain,Normal urination,Normal eating,No
Goat,Minor skin irritation,No redness,No swelling,Normal coat,Normal appetite,No
Goat,Minor swelling after grooming,No redness,No pain,Normal coat,Normal eating,No
Goat,Minor crusty eyelashes,No matting,No inflammation,Normal playfulness,Normal eating,No
Goat,Minor reluctance to move,No lameness,No swelling,Normal appetite,Normal drinking,No
Goat,Minor skin dryness,No irritation,No redness,Normal coat shine,Normal eating,No
Goat,Minor sneezing,No cough,No discharge,Normal eating,Normal drinking,No
Goat,Minor limp after exercise,No swelling,No redness,Normal walking,Normal running,No
Goat,Minor swelling at vaccination site,No pain,No redness,Normal eating,Normal play,No
Goat,Minor skin scaly patch,No open wound,No pain,Normal coat,Normal eating,No

Horse,Reduced performance,Negative changes in behavior,Shortened stride,Minor stiffness,Normal eating,No
Horse,Pain when being touched,Minor change in posture,No lameness,Normal appetite,Normal drinking,No
Horse,Minor reluctance to move,No aggression,No pain,Normal appetite,Normal sleep,No
Horse,Minor swelling at injection site,No pain,No redness,Normal eating,Normal drinking,No
Horse,Minor skin irritation,No redness,No swelling,Normal coat,Normal appetite,No
Horse,Minor dandruff,No itching,No redness,Normal coat,Normal eating,No
Horse,Minor sneezing,No cough,No discharge,Normal eating,Normal drinking,No
Horse,Minor limp after exercise,No swelling,No redness,Normal walking,Normal running,No
Horse,Minor swelling at vaccination site,No pain,No redness,Normal eating,Normal play,No
Horse,Minor skin scaly patch,No open wound,No pain,Normal coat,Normal eating,No

Pig,Clear nasal discharge,No fever,Normal eating,Normal drinking,Normal rumination,No
Pig,Slight limp after running,No swelling,No redness,Normal walking,Normal eating,No
Pig,Minor swelling at injection site,No pain,No redness,Normal eating,Normal drinking,No
Pig,Minor skin redness,Insect bite,No swelling,Normal coat,Normal eating,No
Pig,Minor decrease in appetite,Hot weather,No weight loss,Normal drinking,Normal rumination,No
Pig,Minor hair loss,Seasonal shedding,No redness,Normal grooming,Normal eating,No
Pig,Minor eye watering,Wind exposure,No discharge,Normal vision,Normal eating,No
Pig,Minor change in behavior,No aggression,No pain,Normal appetite,Normal sleep,No
Pig,Minor dandruff,No itching,No redness,Normal coat,Normal eating,No
Pig,Minor change in eating habits,No vomiting,No diarrhea,Normal weight,Normal drinking,No
Pig,Minor change in elimination,No blood,No pain,Normal urination,Normal eating,No
Pig,Minor skin irritation,No redness,No swelling,Normal coat,Normal appetite,No
Pig,Minor swelling after grooming,No redness,No pain,Normal coat,Normal eating,No
Pig,Minor crusty eyelashes,No matting,No inflammation,Normal playfulness,Normal eating,No
Pig,Minor reluctance to move,No lameness,No swelling,Normal appetite,Normal drinking,No
Pig,Minor skin dryness,No irritation,No redness,Normal coat shine,Normal eating,No
Pig,Minor sneezing,No cough,No discharge,Normal eating,Normal drinking,No
Pig,Minor limp after exercise,No swelling,No redness,Normal walking,Normal running,No
Pig,Minor swelling at vaccination site,No pain,No redness,Normal eating,Normal play,No
Pig,Minor skin scaly patch,No open wound,No pain,Normal coat,Normal eating,No

Buffalo,Clear nasal discharge,No fever,Normal eating,Normal drinking,Normal rumination,No
Buffalo,Slight limp after running,No swelling,No redness,Normal walking,Normal eating,No
Buffalo,Minor swelling at injection site,No pain,No redness,Normal eating,Normal drinking,No
Buffalo,Minor skin redness,Insect bite,No swelling,Normal coat,Normal eating,No
Buffalo,Minor decrease in appetite,Hot weather,No weight loss,Normal drinking,Normal rumination,No
Buffalo,Minor hair loss,Seasonal shedding,No redness,Normal grooming,Normal eating,No
Buffalo,Minor eye watering,Wind exposure,No discharge,Normal vision,Normal eating,No
Buffalo,Minor change in behavior,No aggression,No pain,Normal appetite,Normal sleep,No
Buffalo,Minor dandruff,No itching,No redness,Normal coat,Normal eating,No
Buffalo,Minor change in eating habits,No vomiting,No diarrhea,Normal weight,Normal drinking,No
Buffalo,Minor change in elimination,No blood,No pain,Normal urination,Normal eating,No
Buffalo,Minor skin irritation,No redness,No swelling,Normal coat,Normal appetite,No
Buffalo,Minor swelling after grooming,No redness,No pain,Normal coat,Normal eating,No
Buffalo,Minor crusty eyelashes,No matting,No inflammation,Normal playfulness,Normal eating,No
Buffalo,Minor reluctance to move,No lameness,No swelling,Normal appetite,Normal drinking,No
Buffalo,Minor skin dryness,No irritation,No redness,Normal coat shine,Normal eating,No
Buffalo,Minor sneezing,No cough,No discharge,Normal eating,Normal drinking,No
Buffalo,Minor limp after exercise,No swelling,No redness,Normal walking,Normal running,No
Buffalo,Minor swelling at vaccination site,No pain,No redness,Normal eating,Normal play,No
Buffalo,Minor skin scaly patch,No open wound,No pain,Normal coat,Normal eating,No
Camel,Seasonal shedding,Mild nasal discharge,Normal appetite,Clear eyes,Alert behavior,No
Camel,Soft stool,Minor skin dryness,No fever,Normal drinking,Healthy coat,No
Camel,Minor eye watering,Frequent chewing,Normal gait,No lameness,Normal urination,No
Camel,Mild sneezing,No cough,Normal eating,Normal rumination,Normal skin,No
Camel,Minor ear wax,No odor,Normal hearing,Normal play,Normal appetite,No
